item,itemdescr,areacity,total_semanas,semanas_con_ventas,porcentaje_semanas_con_ventas,max_semanas_consecutivas,ventanas_12semanas_validas,media_ventas,desv_estandar,coef_variacion
4525,ZHUMIR SECO SUAVE 350CCX24 NG,LOJA,200,200,100.0,200,189,561.61,166.86698551322655,0.2971225325639261
4525,ZHUMIR SECO SUAVE 350CCX24 NG,CUENCA,200,200,100.0,200,189,1094.94,267.7756812658441,0.24455740156158703
4520,SWITCH MARACUYA 350CCX12 NG,STO. DOMINGO,200,200,100.0,200,189,99.945,61.803074967002125,0.618370853639523
4520,SWITCH MARACUYA 350CCX12 NG,QUITO,200,200,100.0,200,189,879.635,399.11588445100193,0.45372897218846675
4520,SWITCH MARACUYA 350CCX12 NG,CUENCA,200,200,100.0,200,189,385.115,203.0531078264747,0.5272531784700016
4520,SWITCH MARACUYA 350CCX12 NG,GUAYAQUIL,200,200,100.0,200,189,221.535,97.89004586985344,0.4418716946299837
4516,SWITCH BONGO BONGO X6 NG,AZOGUES,200,200,100.0,200,189,1512.76,898.2102877416986,0.5937559743394184
4509,ZHUMIR DURAZNO CAM 350CCX24 NG,QUITO,200,200,100.0,200,189,3163.06,1145.3876420903389,0.36211378920739373
3569,CUNINGHAM 375,QUITO,200,200,100.0,200,189,179.68,159.3981065819464,0.8871221425976535
4517,SWITCH MARACUYA X6 NG,GUAYAQUIL,200,200,100.0,200,189,8234.665,3090.3534319632827,0.37528587161266214
4509,ZHUMIR DURAZNO CAM 350CCX24 NG,LOJA,200,200,100.0,200,189,791.21,297.91834890295917,0.376535115712591
4509,ZHUMIR DURAZNO CAM 350CCX24 NG,GUAYAQUIL,200,200,100.0,200,189,191.315,144.99473487235156,0.7578848227914777
4509,ZHUMIR DURAZNO CAM 350CCX24 NG,AZOGUES,200,200,100.0,200,189,79.19,45.92066459869598,0.5798795883153931
4509,ZHUMIR DURAZNO CAM 350CCX24 NG,CUENCA,200,200,100.0,200,189,324.92,131.88122263772848,0.4058882883101332
4483,VENETTO CEREZA 1500CCX6,GUAYAQUIL,200,200,100.0,200,189,345.0,270.7364607063092,0.7847433643661136
4508,ZHUMIR DURAZNO GR 700CCX12 NG,CUENCA,200,200,100.0,200,189,438.015,189.45325930770247,0.4325268753529045
4508,ZHUMIR DURAZNO GR 700CCX12 NG,QUITO,200,200,100.0,200,189,4230.85,1812.9116749599332,0.4284982154791432
4508,ZHUMIR DURAZNO GR 700CCX12 NG,PENINSULA DE SANTA ELENA,200,200,100.0,200,189,259.76,188.01911695811293,0.723818590075889
3859,AGUA VIVANT 600 16+4,CUENCA,200,200,100.0,200,189,32514.2,13777.12593231164,0.4237264312919167
3859,AGUA VIVANT 600 16+4,GUAYAQUIL,200,200,100.0,200,189,44113.365,13417.395160246493,0.30415714512475966
3856,VIVANT AGUA 1 LITRO,QUITO,200,200,100.0,200,189,10120.79,4851.240612803758,0.4793341836757563
3856,VIVANT AGUA 1 LITRO,QUEVEDO,200,200,100.0,200,189,2068.18,703.1623239831233,0.33999087312667337
4483,VENETTO CEREZA 1500CCX6,AZOGUES,200,200,100.0,200,189,151.82,86.9187086279343,0.5725115836380865
4483,VENETTO CEREZA 1500CCX6,CUENCA,200,200,100.0,200,189,223.3,120.75678450929838,0.5407827340317886
4508,ZHUMIR DURAZNO GR 700CCX12 NG,AMBATO,200,200,100.0,200,189,439.75,228.69144361324396,0.5200487631910039
4483,VENETTO CEREZA 1500CCX6,QUITO,200,200,100.0,200,189,437.045,440.1961337356098,1.0072100898891643
4482,VENETTO SANDIA 1500CCX6,STO. DOMINGO,200,200,100.0,200,189,350.48,258.72722796888297,0.73820825145196
4482,VENETTO SANDIA 1500CCX6,PENINSULA DE SANTA ELENA,200,200,100.0,200,189,162.44,105.44686627889992,0.6491434762306078
4482,VENETTO SANDIA 1500CCX6,QUEVEDO,200,200,100.0,200,189,400.435,212.00733791937083,0.5294425759970303
4482,VENETTO SANDIA 1500CCX6,QUITO,200,200,100.0,200,189,1297.93,1413.986372781598,1.089416511508015
4409,ZHUMIR AGUAR PA SUAVE 350CCX24,AZOGUES,200,200,100.0,200,189,691.49,314.43879959932957,0.4547264596730677
4409,ZHUMIR AGUAR PA SUAVE 350CCX24,CUENCA,200,200,100.0,200,189,1205.275,442.77632473261104,0.36736539356795006
4408,ZHUMIR AGUAR PA SUAVE 700CCX12,AZOGUES,200,200,100.0,200,189,381.525,176.8233635140507,0.46346468387143885
4482,VENETTO SANDIA 1500CCX6,MACHALA,200,200,100.0,200,189,285.65,179.08367405086872,0.6269339193098853
4482,VENETTO SANDIA 1500CCX6,CUENCA,200,200,100.0,200,189,166.86,100.16268375038881,0.6002797779598993
4482,VENETTO SANDIA 1500CCX6,AZOGUES,200,200,100.0,200,189,174.655,97.75621392939195,0.5597103657461392
4482,VENETTO SANDIA 1500CCX6,AMBATO,200,200,100.0,200,189,121.725,81.69510281602321,0.6711448167264178
4418,WHISKY CUNINGHAM 750CCX6,QUITO,200,200,100.0,200,189,1429.685,1302.9786886555175,0.9113746655070996
3892,NICETEA 1250CC X6,GUAYAQUIL,200,200,100.0,200,189,1687.95,377.66292367612414,0.22374058691082327
3892,NICETEA 1250CC X6,CUENCA,200,200,100.0,200,189,251.735,67.5727397014045,0.2684280680136036
3892,NICETEA 1250CC X6,AZOGUES,200,200,100.0,200,189,173.895,52.20845322301455,0.30022975486940134
3892,NICETEA 1250CC X6,AMBATO,200,200,100.0,200,189,282.92,91.25696008425383,0.3225539378066373
4418,WHISKY CUNINGHAM 750CCX6,LOJA,200,200,100.0,200,189,37.73,26.291697678814334,0.6968379983783285
4418,WHISKY CUNINGHAM 750CCX6,GUAYAQUIL,200,200,100.0,200,189,947.315,1154.8180416505484,1.2190433400194742
4418,WHISKY CUNINGHAM 750CCX6,CUENCA,200,200,100.0,200,189,367.585,216.73945819507225,0.5896308559790858
4418,WHISKY CUNINGHAM 750CCX6,AZOGUES,200,200,100.0,200,189,112.54,73.24254742817759,0.6508134656848905
4281,FLOYD AGUA TONICA 1500CC X 6,CUENCA,200,200,100.0,200,189,118.335,65.62856326770314,0.5545997656458626
3892,NICETEA 1250CC X6,STO. DOMINGO,200,200,100.0,200,189,310.385,72.96207299328458,0.2350695845265866
4402,ZHUMIR AGUAR PA 700CCX12 RT,CUENCA,200,200,100.0,200,189,3673.01,1443.5584417590683,0.39301783598712453
4408,ZHUMIR AGUAR PA SUAVE 700CCX12,CUENCA,200,200,100.0,200,189,489.78,230.0584404670925,0.46971791511922195
4404,ZHUMIR AGUARDIENTE 1500CCX6,CUENCA,200,200,100.0,200,189,433.69,217.19098396938108,0.5007977679203603
4404,ZHUMIR AGUARDIENTE 1500CCX6,AZOGUES,200,200,100.0,200,189,603.245,281.6995173324346,0.46697364641635586
4403,ZHUMIR AGUAR PA 350CCX24 RT,AZOGUES,200,200,100.0,200,189,5035.04,1609.5108712348342,0.31966198306961496
4403,ZHUMIR AGUAR PA 350CCX24 RT,CUENCA,200,200,100.0,200,189,7717.34,2447.566325760137,0.31715154778202553
3892,NICETEA 1250CC X6,QUITO,200,200,100.0,200,189,2111.465,532.0698170598766,0.25199082961823976
3892,NICETEA 1250CC X6,QUEVEDO,200,200,100.0,200,189,167.105,58.973667362739576,0.3529138407751987
4281,FLOYD AGUA TONICA 1500CC X 6,GUAYAQUIL,200,200,100.0,200,189,214.98,109.09729924942042,0.5074765059513463
4395,ZHUMIR SECO EXTRA 350CCX24 N,AMBATO,200,200,100.0,200,189,247.305,95.26378070690279,0.3852076614176939
4400,ZHUMIR PINK 700CCX12,QUITO,200,200,100.0,200,189,517.81,412.6923536897308,0.7969957198388035
3892,NICETEA 1250CC X6,LOJA,200,200,100.0,200,189,113.53,49.38047444366454,0.4349552932587381
3892,NICETEA 1250CC X6,MACHALA,200,200,100.0,200,189,519.985,185.34475489160502,0.3564425029406714
3892,NICETEA 1250CC X6,PENINSULA DE SANTA ELENA,200,200,100.0,200,189,245.47,95.7930616133879,0.3902434579108971
4351,VIVANT ST MORA 450CC X 40,GUAYAQUIL,200,200,100.0,200,189,908.295,435.58579280027857,0.47956423056416536
4351,VIVANT ST MORA 450CC X 40,CUENCA,200,200,100.0,200,189,9076.715,2810.551024100141,0.30964407542818534
4333,NICETEA 450CCX24,STO. DOMINGO,200,200,100.0,200,189,735.01,216.170623797418,0.2941056908034149
4390,RON RONERO 375CCX24,CUENCA,200,200,100.0,200,189,452.705,157.4367799256795,0.3477690326496935
4390,RON RONERO 375CCX24,AZOGUES,200,200,100.0,200,189,53.005,40.3938521492725,0.7620762597730873
4395,ZHUMIR SECO EXTRA 350CCX24 N,QUITO,200,200,100.0,200,189,1130.14,393.16438236161343,0.3478899803224498
4394,ZHUMIR SECO EXTRA 700CCX12 N,QUITO,200,200,100.0,200,189,851.085,325.75678841891386,0.3827547053689277
4333,NICETEA 450CCX24,QUITO,200,200,100.0,200,189,4092.98,1714.5535186870695,0.41890102533779044
4333,NICETEA 450CCX24,GUAYAQUIL,200,200,100.0,200,189,1938.105,552.4329050190065,0.2850376553483978
4333,NICETEA 450CCX24,QUEVEDO,200,200,100.0,200,189,378.94,145.4199823142659,0.3837546374472631
4333,NICETEA 450CCX24,PENINSULA DE SANTA ELENA,200,200,100.0,200,189,279.255,113.30658358816628,0.40574594398727426
4333,NICETEA 450CCX24,MACHALA,200,200,100.0,200,189,734.94,288.7043773264222,0.3928271387139388
4333,NICETEA 450CCX24,CUENCA,200,200,100.0,200,189,1582.82,842.8591789723176,0.5325047566825777
4333,NICETEA 450CCX24,LOJA,200,200,100.0,200,189,308.77,136.7398847461925,0.4428535309330327
4333,NICETEA 450CCX24,AMBATO,200,200,100.0,200,189,464.695,195.42246975058185,0.4205392133562484
4333,NICETEA 450CCX24,AZOGUES,200,200,100.0,200,189,628.565,177.5619808976615,0.282487858690289
4392,ZHUMIR SECO EXTRA 700CCX12 N#,PENINSULA DE SANTA ELENA,200,200,100.0,200,189,703.515,467.74673146799756,0.6648710140764554
4392,ZHUMIR SECO EXTRA 700CCX12 N#,GUAYAQUIL,200,200,100.0,200,189,3950.35,2059.554249353522,0.5213599426262286
4281,FLOYD AGUA TONICA 1500CC X 6,STO. DOMINGO,200,200,100.0,200,189,89.93,83.64176483145607,0.9300763352769494
4281,FLOYD AGUA TONICA 1500CC X 6,QUITO,200,200,100.0,200,189,498.495,337.2135001723574,0.6764631544395779
4394,ZHUMIR SECO EXTRA 700CCX12 N,AMBATO,200,200,100.0,200,189,333.685,123.0911162084707,0.36888417581992206
4393,ZHUMIR SECO EXTRA 350CCX24 N#,PENINSULA DE SANTA ELENA,200,200,100.0,200,189,142.05,77.23440468037323,0.543712810139903
4393,ZHUMIR SECO EXTRA 350CCX24 N#,MILAGRO,200,200,100.0,200,189,357.965,329.3529575214722,0.9200702792772261
4393,ZHUMIR SECO EXTRA 350CCX24 N#,GUAYAQUIL,200,200,100.0,200,189,1614.525,591.2879047524418,0.3662302564236799
4350,VIVANT ST LIMONADA 450CC X 40,PENINSULA DE SANTA ELENA,200,200,100.0,200,189,383.965,175.0225650204329,0.45582947669822227
4350,VIVANT ST LIMONADA 450CC X 40,MACHALA,200,200,100.0,200,189,814.38,398.8888027820844,0.4898067275498961
4350,VIVANT ST LIMONADA 450CC X 40,QUITO,200,200,100.0,200,189,797.995,735.6595270050996,0.921884882743751
4350,VIVANT ST LIMONADA 450CC X 40,QUEVEDO,200,200,100.0,200,189,441.315,167.5331086306142,0.37962251142747067
4350,VIVANT ST LIMONADA 450CC X 40,LOJA,200,200,100.0,200,189,647.42,276.16429382874543,0.42656126444772396
4350,VIVANT ST LIMONADA 450CC X 40,GUAYAQUIL,200,200,100.0,200,189,1067.745,675.2823864742898,0.6324378821481625
4350,VIVANT ST LIMONADA 450CC X 40,AZOGUES,200,200,100.0,200,189,4873.93,1463.271850217242,0.30022422361774626
4350,VIVANT ST LIMONADA 450CC X 40,CUENCA,200,200,100.0,200,189,7390.61,2467.8036005636213,0.3339106786264762
4352,VIVANT ST MANZANA 450CC X 40,MACHALA,200,200,100.0,200,189,237.93,148.47416606921806,0.6240245705426725
4352,VIVANT ST MANZANA 450CC X 40,LOJA,200,200,100.0,200,189,561.89,249.07510905296968,0.4432809073892927
4351,VIVANT ST MORA 450CC X 40,AZOGUES,200,200,100.0,200,189,6392.565,1753.4300672621348,0.27429209828326107
4351,VIVANT ST MORA 450CC X 40,AMBATO,200,200,100.0,200,189,204.03,110.82780840374805,0.5431936891817284
4352,VIVANT ST MANZANA 450CC X 40,STO. DOMINGO,200,200,100.0,200,189,201.365,137.78273544217956,0.6842437138637775
4389,RON RONERO 750CCX12,QUITO,200,200,100.0,200,189,512.01,452.262797597207,0.883308524437427
4389,RON RONERO 750CCX12,CUENCA,200,200,100.0,200,189,398.255,134.49936942931896,0.3377217346406673
4389,RON RONERO 750CCX12,AZOGUES,200,200,100.0,200,189,44.62,50.51340038138842,1.1320797933973201
4352,VIVANT ST MANZANA 450CC X 40,CUENCA,200,200,100.0,200,189,5369.955,2016.596681005952,0.3755332551214958
4352,VIVANT ST MANZANA 450CC X 40,AZOGUES,200,200,100.0,200,189,3994.605,1345.6418053540783,0.3368647977344639
4351,VIVANT ST MORA 450CC X 40,STO. DOMINGO,200,200,100.0,200,189,333.95,213.85799895863835,0.6403892767139941
4351,VIVANT ST MORA 450CC X 40,QUITO,200,200,100.0,200,189,937.99,665.8343539005559,0.7098522946945659
4351,VIVANT ST MORA 450CC X 40,QUEVEDO,200,200,100.0,200,189,411.955,274.60393218754956,0.6665872053684251
4351,VIVANT ST MORA 450CC X 40,PENINSULA DE SANTA ELENA,200,200,100.0,200,189,415.83,167.0515555481459,0.4017304079747635
4351,VIVANT ST MORA 450CC X 40,MACHALA,200,200,100.0,200,189,1933.51,823.4833294422825,0.42590073464439415
4351,VIVANT ST MORA 450CC X 40,LOJA,200,200,100.0,200,189,978.51,401.13740286826845,0.4099471674977961
4524,ZHUMIR SECO SUAVE 700CCX12 NG,MACHALA,200,200,100.0,200,189,93.915,50.43915459821779,0.5370724016208038
4524,ZHUMIR SECO SUAVE 700CCX12 NG,LOJA,200,200,100.0,200,189,247.61,92.97737283498863,0.3754992643067268
4352,VIVANT ST MANZANA 450CC X 40,GUAYAQUIL,200,200,100.0,200,189,233.14,155.8287308773134,0.6683912279201913
4525,ZHUMIR SECO SUAVE 350CCX24 NG,AZOGUES,200,200,100.0,200,189,280.27,198.57653512312962,0.7085186966965056
4524,ZHUMIR SECO SUAVE 700CCX12 NG,CUENCA,200,200,100.0,200,189,364.73,121.12532278221379,0.3320958593540805
4352,VIVANT ST MANZANA 450CC X 40,QUITO,200,200,100.0,200,189,714.205,703.2407487686156,0.9846483135354913
4352,VIVANT ST MANZANA 450CC X 40,QUEVEDO,200,200,100.0,200,189,109.225,76.4978035287525,0.7003689954566491
4352,VIVANT ST MANZANA 450CC X 40,PENINSULA DE SANTA ELENA,200,200,100.0,200,189,217.96,90.75954426049009,0.4164045891929257
4524,ZHUMIR SECO SUAVE 700CCX12 NG,AZOGUES,200,200,100.0,200,189,197.41,162.7057395682224,0.8242021152333844
4411,ZH CANUTO CANA SELECTA 700CCX6,CUENCA,200,199,99.5,199,188,62.94,37.94582755911022,0.6028889030681637
4520,SWITCH MARACUYA 350CCX12 NG,PENINSULA DE SANTA ELENA,200,199,99.5,199,188,109.265,63.756562574818794,0.5835039818314995
4509,ZHUMIR DURAZNO CAM 350CCX24 NG,AMBATO,200,199,99.5,199,188,154.155,72.20776120954362,0.4684101145570602
4520,SWITCH MARACUYA 350CCX12 NG,LOJA,200,199,99.5,199,188,70.67,47.04163770950114,0.6656521538064403
4409,ZHUMIR AGUAR PA SUAVE 350CCX24,QUITO,200,199,99.5,199,188,164.54,286.858672327415,1.7433977897618511
3892,NICETEA 1250CC X6,MILAGRO,200,199,99.5,199,188,106.935,52.24969789049732,0.4886117537803088
4394,ZHUMIR SECO EXTRA 700CCX12 N,QUEVEDO,200,199,99.5,199,188,302.56,298.87961039110326,0.9878358355073481
4402,ZHUMIR AGUAR PA 700CCX12 RT,AZOGUES,200,198,99.0,198,187,2379.885,999.6705546650464,0.4200499413480258
4521,SWITCH BONGO 350CCX12 NG,PENINSULA DE SANTA ELENA,200,197,98.5,197,186,97.31,56.67871100692954,0.5824551537039311
4521,SWITCH BONGO 350CCX12 NG,CUENCA,200,197,98.5,197,186,911.43,350.42843139168684,0.3844820023388377
4521,SWITCH BONGO 350CCX12 NG,QUITO,200,197,98.5,197,186,1512.765,617.7506610039801,0.4083586419595774
4521,SWITCH BONGO 350CCX12 NG,GUAYAQUIL,200,197,98.5,197,186,190.39,97.52504072205862,0.5122382515996566
4521,SWITCH BONGO 350CCX12 NG,STO. DOMINGO,200,197,98.5,197,186,89.395,59.54466230524132,0.6660849298645486
3856,VIVANT AGUA 1 LITRO,PENINSULA DE SANTA ELENA,200,199,99.5,193,182,1845.315,826.0497909086967,0.4476470363643587
3362,AGUA VIVANT 6 LITROS X 4,AZOGUES,200,196,98.0,192,181,1610.635,566.3191047608102,0.3516123173535967
3362,AGUA VIVANT 6 LITROS X 4,CUENCA,200,197,98.5,191,180,1101.29,497.00287240204096,0.4512915511827411
3362,AGUA VIVANT 6 LITROS X 4,QUITO,200,194,97.0,191,180,11634.82,4657.740925625991,0.40032771676966133
3362,AGUA VIVANT 6 LITROS X 4,GUAYAQUIL,200,194,97.0,191,180,3156.91,1125.4746678802685,0.3565114836597396
4520,SWITCH MARACUYA 350CCX12 NG,AMBATO,200,198,99.0,191,180,249.92,172.6878369927255,0.6909724591578326
3362,AGUA VIVANT 6 LITROS X 4,LOJA,200,194,97.0,190,179,944.955,339.0190445058927,0.3587673958081524
3362,AGUA VIVANT 6 LITROS X 4,MACHALA,200,194,97.0,190,179,768.44,301.5209125475671,0.39238055352085666
3362,AGUA VIVANT 6 LITROS X 4,STO. DOMINGO,200,193,96.5,190,179,2683.535,749.5800759266021,0.2793256193515651
3362,AGUA VIVANT 6 LITROS X 4,QUEVEDO,200,193,96.5,190,179,565.23,197.38261469266885,0.3492076052096825
3362,AGUA VIVANT 6 LITROS X 4,PENINSULA DE SANTA ELENA,200,193,96.5,190,179,524.265,248.3197702894051,0.47365315306077105
3362,AGUA VIVANT 6 LITROS X 4,MILAGRO,200,193,96.5,190,179,169.485,73.76643688734923,0.435238734326632
4350,VIVANT ST LIMONADA 450CC X 40,RIOBAMBA,200,199,99.5,131,177,431.04,185.7968264086273,0.4310431199160804
4390,RON RONERO 375CCX24,QUITO,200,199,99.5,150,177,201.685,363.6398983242437,1.8030091396199206
4333,NICETEA 450CCX24,RIOBAMBA,200,199,99.5,131,177,446.415,137.571992208447,0.3081706309341017
4400,ZHUMIR PINK 700CCX12,GUAYAQUIL,200,199,99.5,116,177,276.32,193.44620640857588,0.7000803648254773
4392,ZHUMIR SECO EXTRA 700CCX12 N#,MILAGRO,200,199,99.5,117,177,710.48,529.9046463953272,0.7458403422972176
3892,NICETEA 1250CC X6,RIOBAMBA,200,199,99.5,131,177,314.72,80.64010000392618,0.256228075762348
4400,ZHUMIR PINK 700CCX12,CUENCA,200,199,99.5,116,177,41.44,31.172987920303648,0.7522439169957444
4408,ZHUMIR AGUAR PA SUAVE 700CCX12,QUITO,200,199,99.5,131,177,224.835,351.11666485184577,1.5616637305216972
4395,ZHUMIR SECO EXTRA 350CCX24 N,RIOBAMBA,200,199,99.5,131,177,263.55,105.55189963988303,0.40050047292689445
3856,VIVANT AGUA 1 LITRO,LOJA,200,199,99.5,134,177,2348.555,969.1839373913949,0.4126724464155172
3859,AGUA VIVANT 600 16+4,AMBATO,200,199,99.5,171,177,1684.47,618.9437664522931,0.3674412524130991
4508,ZHUMIR DURAZNO GR 700CCX12 NG,GUAYAQUIL,200,199,99.5,117,177,949.295,651.798893033579,0.686613637524246
3859,AGUA VIVANT 600 16+4,AZOGUES,200,199,99.5,171,177,39468.035,15357.19477379827,0.3891046203287868
3859,AGUA VIVANT 600 16+4,RIOBAMBA,200,199,99.5,131,177,3237.21,1474.302214949508,0.45542371824796907
3859,AGUA VIVANT 600 16+4,QUITO,200,199,99.5,171,177,19360.815,9075.406270556337,0.46875125197758144
4418,WHISKY CUNINGHAM 750CCX6,PENINSULA DE SANTA ELENA,200,199,99.5,176,177,99.765,74.72078528608252,0.7489679274904276
3859,AGUA VIVANT 600 16+4,MACHALA,200,199,99.5,171,177,71649.72,30037.501101183803,0.41922705491638773
3859,AGUA VIVANT 600 16+4,PENINSULA DE SANTA ELENA,200,199,99.5,171,177,24062.76,10354.292428790319,0.4303036072665945
4350,VIVANT ST LIMONADA 450CC X 40,AMBATO,200,199,99.5,136,177,155.385,97.36078464625618,0.6265777561943314
4352,VIVANT ST MANZANA 450CC X 40,AMBATO,200,199,99.5,144,177,173.59,103.66214885640582,0.5971665928705906
4351,VIVANT ST MORA 450CC X 40,RIOBAMBA,200,199,99.5,131,177,534.85,262.45874047602473,0.4907146685538463
3859,AGUA VIVANT 600 16+4,QUEVEDO,200,199,99.5,171,177,36556.99,12132.723347171275,0.3318851838505106
4482,VENETTO SANDIA 1500CCX6,GUAYAQUIL,200,199,99.5,112,177,2744.82,2005.1652214785533,0.7305270369199267
4508,ZHUMIR DURAZNO GR 700CCX12 NG,AZOGUES,200,199,99.5,118,177,134.07,65.92560982009006,0.4917252914156043
4483,VENETTO CEREZA 1500CCX6,LOJA,200,199,99.5,103,177,43.59,31.34220106883363,0.7190227361512647
4525,ZHUMIR SECO SUAVE 350CCX24 NG,MACHALA,200,199,99.5,179,177,86.39,70.98798751802516,0.8217153318442547
4520,SWITCH MARACUYA 350CCX12 NG,AZOGUES,200,199,99.5,147,177,159.04,91.25764730122498,0.5738031143185676
4509,ZHUMIR DURAZNO CAM 350CCX24 NG,STO. DOMINGO,200,199,99.5,141,177,32.325,23.77785327847456,0.7355871083828169
4509,ZHUMIR DURAZNO CAM 350CCX24 NG,RIOBAMBA,200,199,99.5,131,177,278.575,129.03629801738018,0.4632012851741189
4508,ZHUMIR DURAZNO GR 700CCX12 NG,MACHALA,200,199,99.5,117,177,377.885,229.49814545839845,0.6073227184418499
4508,ZHUMIR DURAZNO GR 700CCX12 NG,LOJA,200,199,99.5,117,177,1047.825,467.51818213641775,0.44617964081446587
